gene_stable_id	transcript_stable_id	protein_stable_id	xref	db_name	info_type	source_identity	xref_identity	linkage_type
Rv1256c	CCP44012	CCP44012	P9WPN5	Uniprot/SWISSPROT	NONE	100	100	-
Rv1257c	CCP44013	CCP44013	Q11061	Uniprot/SPTREMBL	NONE	100	100	-
Rv1258c	CCP44014	CCP44014	P9WJX9	Uniprot/SWISSPROT	NONE	100	100	-
Rv1259	CCP44015	CCP44015	P9WM53	Uniprot/SWISSPROT	NONE	100	100	-
Rv1260	CCP44016	CCP44016	P9WM51	Uniprot/SWISSPROT	NONE	100	100	-
Rv1261c	CCP44017	CCP44017	P9WP13	Uniprot/SWISSPROT	NONE	100	100	-
Rv1262c	CCP44018	CCP44018	P9WML1	Uniprot/SWISSPROT	NONE	100	100	-
Rv1263	CCP44019	CCP44019	P9WQ97	Uniprot/SWISSPROT	NONE	100	100	-
Rv1264	CCP44020	CCP44020	P9WMU9	Uniprot/SWISSPROT	NONE	100	100	-
Rv1265	CCP44021	CCP44021	P9WM49	Uniprot/SWISSPROT	NONE	100	100	-
Rv1266c	CCP44022	CCP44022	P9WI71	Uniprot/SWISSPROT	NONE	100	100	-
Rv1267c	CCP44023	CCP44023	P9WGJ9	Uniprot/SWISSPROT	NONE	100	100	-
Rv1268c	CCP44024	CCP44024	P9WM47	Uniprot/SWISSPROT	NONE	100	100	-
Rv1269c	CCP44025	CCP44025	P9WM45	Uniprot/SWISSPROT	NONE	100	100	-
Rv1270c	CCP44026	CCP44026	P9WK55	Uniprot/SWISSPROT	NONE	100	100	-
Rv1271c	CCP44027	CCP44027	P9WM43	Uniprot/SWISSPROT	NONE	100	100	-
Rv1272c	CCP44028	CCP44028	P9WQJ3	Uniprot/SWISSPROT	NONE	100	100	-
Rv1273c	CCP44029	CCP44029	P9WQJ1	Uniprot/SWISSPROT	NONE	100	100	-
Rv1274	CCP44030	CCP44030	P9WK53	Uniprot/SWISSPROT	NONE	100	100	-
Rv1275	CCP44031	CCP44031	O86337	Uniprot/SPTREMBL	NONE	100	100	-
Rv1276c	CCP44032	CCP44032	P9WGF9	Uniprot/SWISSPROT	NONE	100	100	-
Rv1277	CCP44033	CCP44033	Q50699	Uniprot/SPTREMBL	NONE	100	100	-
Rv1278	CCP44034	CCP44034	P9WM41	Uniprot/SWISSPROT	NONE	100	100	-
Rv1279	CCP44035	CCP44035	P9WMV5	Uniprot/SWISSPROT	NONE	100	100	-
Rv1280c	CCP44036	CCP44036	P9WGU5	Uniprot/SWISSPROT	NONE	100	100	-
Rv1281c	CCP44037	CCP44037	P9WQJ5	Uniprot/SWISSPROT	NONE	100	100	-
Rv1282c	CCP44038	CCP44038	P9WFZ9	Uniprot/SWISSPROT	NONE	100	100	-
Rv1283c	CCP44039	CCP44039	P9WFZ7	Uniprot/SWISSPROT	NONE	100	100	-
Rv1284	CCP44040	CCP44040	P9WPJ7	Uniprot/SWISSPROT	NONE	100	100	-
Rv1285	CCP44041	CCP44041	P9WIK1	Uniprot/SWISSPROT	NONE	100	100	-
Rv1286	CCP44042	CCP44042	P9WNM5	Uniprot/SWISSPROT	NONE	100	100	-
Rv1287	CCP44043	CCP44043	P9WME3	Uniprot/SWISSPROT	NONE	100	100	-
Rv1288	CCP44044	CCP44044	P9WM39	Uniprot/SWISSPROT	NONE	100	100	-
Rv1289	CCP44045	CCP44045	P9WM37	Uniprot/SWISSPROT	NONE	100	100	-
Rv1290c	CCP44046	CCP44046	P9WM35	Uniprot/SWISSPROT	NONE	100	100	-
Rv1290A	CCP44047	CCP44047	Q79FQ6	Uniprot/SPTREMBL	NONE	100	100	-
Rv1291c	CCP44048	CCP44048	P9WM33	Uniprot/SWISSPROT	NONE	100	100	-
Rv1292	CCP44049	CCP44049	P9WFW5	Uniprot/SWISSPROT	NONE	100	100	-
Rv1293	CCP44050	CCP44050	P9WIU7	Uniprot/SWISSPROT	NONE	100	100	-
Rv1294	CCP44051	CCP44051	P9WPX1	Uniprot/SWISSPROT	NONE	100	100	-
Rv1295	CCP44052	CCP44052	P9WG59	Uniprot/SWISSPROT	NONE	100	100	-
Rv1296	CCP44053	CCP44053	P9WKE7	Uniprot/SWISSPROT	NONE	100	100	-
Rv1297	CCP44054	CCP44054	P9WHF3	Uniprot/SWISSPROT	NONE	100	100	-
Rv1298	CCP44055	CCP44055	P9WHA1	Uniprot/SWISSPROT	NONE	100	100	-
Rv1299	CCP44056	CCP44056	P9WHG3	Uniprot/SWISSPROT	NONE	100	100	-
Rv1300	CCP44057	CCP44057	P9WHV3	Uniprot/SWISSPROT	NONE	100	100	-
Rv1301	CCP44058	CCP44058	P9WGC9	Uniprot/SWISSPROT	NONE	100	100	-
Rv1302	CCP44059	CCP44059	P9WMW5	Uniprot/SWISSPROT	NONE	100	100	-
Rv1303	CCP44060	CCP44060	P9WM31	Uniprot/SWISSPROT	NONE	100	100	-
Rv1304	CCP44061	CCP44061	P9WPV7	Uniprot/SWISSPROT	NONE	100	100	-
Rv1305	CCP44062	CCP44062	P9WPS1	Uniprot/SWISSPROT	NONE	100	100	-
Rv1306	CCP44063	CCP44063	P9WPV5	Uniprot/SWISSPROT	NONE	100	100	-
Rv1307	CCP44064	CCP44064	P9WPV3	Uniprot/SWISSPROT	NONE	100	100	-
Rv1308	CCP44065	CCP44065	P9WPU7	Uniprot/SWISSPROT	NONE	100	100	-
Rv1309	CCP44066	CCP44066	P9WPU9	Uniprot/SWISSPROT	NONE	100	100	-
Rv1310	CCP44067	CCP44067	P9WPU5	Uniprot/SWISSPROT	NONE	100	100	-
Rv1311	CCP44068	CCP44068	P9WPV1	Uniprot/SWISSPROT	NONE	100	100	-
Rv1312	CCP44069	CCP44069	P9WM29	Uniprot/SWISSPROT	NONE	100	100	-
Rv1313c	CCP44070	CCP44070	P9WKH7	Uniprot/SWISSPROT	NONE	100	100	-
Rv1314c	CCP44071	CCP44071	P9WP99	Uniprot/SWISSPROT	NONE	100	100	-
Rv1315	CCP44072	CCP44072	P9WJM1	Uniprot/SWISSPROT	NONE	100	100	-
Rv1316c	CCP44073	CCP44073	P9WJW5	Uniprot/SWISSPROT	NONE	100	100	-
Rv1317c	CCP44074	CCP44074	P9WJW3	Uniprot/SWISSPROT	NONE	100	100	-
Rv1318c	CCP44075	CCP44075	P9WQ33	Uniprot/SWISSPROT	NONE	100	100	-
Rv1319c	CCP44076	CCP44076	P9WQ31	Uniprot/SWISSPROT	NONE	100	100	-
Rv1320c	CCP44077	CCP44077	P9WQ29	Uniprot/SWISSPROT	NONE	100	100	-
Rv1321	CCP44078	CCP44078	P9WIY5	Uniprot/SWISSPROT	NONE	100	100	-
Rv1322	CCP44079	CCP44079	P9WM27	Uniprot/SWISSPROT	NONE	100	100	-
Rv1322A	CCP44080	CCP44080	L7N6B1	Uniprot/SPTREMBL	NONE	100	100	-
Rv1323	CCP44081	CCP44081	P9WG69	Uniprot/SWISSPROT	NONE	100	100	-
Rv1324	CCP44082	CCP44082	P9WG61	Uniprot/SWISSPROT	NONE	100	100	-
Rv1325c	CCP44083	CCP44083	P9WIF7	Uniprot/SWISSPROT	NONE	100	100	-
Rv1326c	CCP44084	CCP44084	P9WN45	Uniprot/SWISSPROT	NONE	100	100	-
Rv1327c	CCP44085	CCP44085	P9WQ17	Uniprot/SWISSPROT	NONE	100	100	-
Rv1328	CCP44086	CCP44086	P9WMW1	Uniprot/SWISSPROT	NONE	100	100	-
Rv1329c	CCP44087	CCP44087	P9WMR5	Uniprot/SWISSPROT	NONE	100	100	-
Rv1330c	CCP44088	CCP44088	P9WJI9	Uniprot/SWISSPROT	NONE	100	100	-
Rv1331	CCP44089	CCP44089	P9WPC1	Uniprot/SWISSPROT	NONE	100	100	-
Rv1332	CCP44090	CCP44090	P9WM25	Uniprot/SWISSPROT	NONE	100	100	-
Rv1333	CCP44091	CCP44091	P9WM23	Uniprot/SWISSPROT	NONE	100	100	-
Rv1334	CCP44092	CCP44092	P9WHS1	Uniprot/SWISSPROT	NONE	100	100	-
Rv1335	CCP44093	CCP44093	P9WP33	Uniprot/SWISSPROT	NONE	100	100	-
Rv1336	CCP44094	CCP44094	P9WP53	Uniprot/SWISSPROT	NONE	100	100	-
Rv1337	CCP44095	CCP44095	P9WM21	Uniprot/SWISSPROT	NONE	100	100	-
Rv1338	CCP44096	CCP44096	P9WPW9	Uniprot/SWISSPROT	NONE	100	100	-
Rv1339	CCP44097	CCP44097	P9WGC1	Uniprot/SWISSPROT	NONE	100	100	-
Rv1340	CCP44098	CCP44098	P9WGZ7	Uniprot/SWISSPROT	NONE	100	100	-
Rv1341	CCP44099	CCP44099	P9WMR7	Uniprot/SWISSPROT	NONE	100	100	-
Rv1342c	CCP44100	CCP44100	P9WM19	Uniprot/SWISSPROT	NONE	100	100	-
Rv1343c	CCP44101	CCP44101	P9WK51	Uniprot/SWISSPROT	NONE	100	100	-
Rv1344	CCP44102	CCP44102	P9WQF1	Uniprot/SWISSPROT	NONE	100	100	-
Rv1345	CCP44103	CCP44103	P9WQ41	Uniprot/SWISSPROT	NONE	100	100	-
Rv1346	CCP44104	CCP44104	P9WQF9	Uniprot/SWISSPROT	NONE	100	100	-
Rv1347c	CCP44105	CCP44105	P9WK15	Uniprot/SWISSPROT	NONE	100	100	-
Rv1348	CCP44106	CCP44106	P9WQJ9	Uniprot/SWISSPROT	NONE	100	100	-
Rv1349	CCP44107	CCP44107	P9WQJ7	Uniprot/SWISSPROT	NONE	100	100	-
Rv1350	CCP44108	CCP44108	P9WGR9	Uniprot/SWISSPROT	NONE	100	100	-
Rv1351	CCP44109	CCP44109	P9WM17	Uniprot/SWISSPROT	NONE	100	100	-
Rv1352	CCP44110	CCP44110	P9WM15	Uniprot/SWISSPROT	NONE	100	100	-
Rv1353c	CCP44111	CCP44111	P9WMD3	Uniprot/SWISSPROT	NONE	100	100	-
Rv1354c	CCP44112	CCP44112	P9WM13	Uniprot/SWISSPROT	NONE	100	100	-
Rv1355c	CCP44113	CCP44113	P9WM11	Uniprot/SWISSPROT	NONE	100	100	-
Rv1356c	CCP44114	CCP44114	P9WM09	Uniprot/SWISSPROT	NONE	100	100	-
Rv1357c	CCP44115	CCP44115	P9WM07	Uniprot/SWISSPROT	NONE	100	100	-
Rv1358	CCP44116	CCP44116	Q11028	Uniprot/SPTREMBL	NONE	100	100	-
Rv1359	CCP44117	CCP44117	P9WM05	Uniprot/SWISSPROT	NONE	100	100	-
Rv1360	CCP44118	CCP44118	P9WM03	Uniprot/SWISSPROT	NONE	100	100	-
Rv1361c	CCP44119	CCP44119	P9WI25	Uniprot/SWISSPROT	NONE	100	100	-
Rv1362c	CCP44120	CCP44120	P9WM01	Uniprot/SWISSPROT	NONE	100	100	-
Rv1363c	CCP44121	CCP44121	P9WLZ9	Uniprot/SWISSPROT	NONE	100	100	-
Rv1364c	CCP44122	CCP44122	P9WLZ7	Uniprot/SWISSPROT	NONE	100	100	-
Rv1365c	CCP44123	CCP44123	P9WGE3	Uniprot/SWISSPROT	NONE	100	100	-
Rv1366	CCP44124	CCP44124	P9WLZ5	Uniprot/SWISSPROT	NONE	100	100	-
Rv1366A	CCP44125	CCP44125	V5QQR7	Uniprot/SPTREMBL	NONE	100	100	-
Rv1367c	CCP44126	CCP44126	P9WLZ3	Uniprot/SWISSPROT	NONE	100	100	-
Rv1368	CCP44127	CCP44127	P9WK47	Uniprot/SWISSPROT	NONE	100	100	-
Rv1369c	CCP44128	CCP44128	P9WKH9	Uniprot/SWISSPROT	NONE	100	100	-
Rv1370c	CCP44129	CCP44129	P9WKH5	Uniprot/SWISSPROT	NONE	100	100	-
Rv1371	CCP44130	CCP44130	P71799	Uniprot/SPTREMBL	NONE	100	100	-
Rv1372	CCP44131	CCP44131	P9WPF1	Uniprot/SWISSPROT	NONE	100	100	-
Rv1373	CCP44132	CCP44132	P9WGB9	Uniprot/SWISSPROT	NONE	100	100	-
Rv1374c	CCP44133	CCP44133	P71802	Uniprot/SPTREMBL	NONE	100	100	-
Rv1375	CCP44134	CCP44134	P9WF27	Uniprot/SWISSPROT	NONE	100	100	-
Rv1376	CCP44135	CCP44135	P71804	Uniprot/SPTREMBL	NONE	100	100	-
Rv1377c	CCP44136	CCP44136	P71805	Uniprot/SPTREMBL	NONE	100	100	-
Rv1378c	CCP44137	CCP44137	P71806	Uniprot/SPTREMBL	NONE	100	100	-
Rv1379	CCP44138	CCP44138	P9WHK3	Uniprot/SWISSPROT	NONE	100	100	-
Rv1380	CCP44139	CCP44139	P9WIT7	Uniprot/SWISSPROT	NONE	100	100	-
Rv1381	CCP44140	CCP44140	P9WHL3	Uniprot/SWISSPROT	NONE	100	100	-
Rv1382	CCP44141	CCP44141	P71810	Uniprot/SPTREMBL	NONE	100	100	-
Rv1383	CCP44142	CCP44142	P9WPK5	Uniprot/SWISSPROT	NONE	100	100	-
Rv1384	CCP44143	CCP44143	P9WPK3	Uniprot/SWISSPROT	NONE	100	100	-
Rv1385	CCP44144	CCP44144	P9WIU3	Uniprot/SWISSPROT	NONE	100	100	-
Rv1386	CCP44145	CCP44145	P9WIH1	Uniprot/SWISSPROT	NONE	100	100	-
Rv1387	CCP44146	CCP44146	P9WI23	Uniprot/SWISSPROT	NONE	100	100	-
Rv1388	CCP44147	CCP44147	P71658	Uniprot/SPTREMBL	NONE	100	100	-
Rv1389	CCP44148	CCP44148	P9WKE9	Uniprot/SWISSPROT	NONE	100	100	-
Rv1390	CCP44149	CCP44149	P9WGY5	Uniprot/SWISSPROT	NONE	100	100	-
Rv1391	CCP44150	CCP44150	P9WNZ1	Uniprot/SWISSPROT	NONE	100	100	-
Rv1392	CCP44151	CCP44151	P9WGV1	Uniprot/SWISSPROT	NONE	100	100	-
Rv1393c	CCP44152	CCP44152	P71662	Uniprot/SPTREMBL	NONE	100	100	-
Rv1394c	CCP44153	CCP44153	P9WPN3	Uniprot/SWISSPROT	NONE	100	100	-
Rv1395	CCP44154	CCP44154	P9WMJ1	Uniprot/SWISSPROT	NONE	100	100	-
Rv1396c	CCP44155	CCP44155	P71664	Uniprot/SPTREMBL	NONE	100	100	-
Rv1397c	CCP44156	CCP44156	P9WFA7	Uniprot/SWISSPROT	NONE	100	100	-
Rv1398c	CCP44157	CCP44157	P9WLZ1	Uniprot/SWISSPROT	NONE	100	100	-
Rv1399c	CCP44158	CCP44158	P9WK87	Uniprot/SWISSPROT	NONE	100	100	-
Rv1400c	CCP44159	CCP44159	P71668	Uniprot/SPTREMBL	NONE	100	100	-
Rv1401	CCP44160	CCP44160	P9WG51	Uniprot/SWISSPROT	NONE	100	100	-
Rv1402	CCP44161	CCP44161	P9WMQ9	Uniprot/SWISSPROT	NONE	100	100	-
Rv1403c	CCP44162	CCP44162	P9WLY9	Uniprot/SWISSPROT	NONE	100	100	-
Rv1404	CCP44163	CCP44163	P71672	Uniprot/SPTREMBL	NONE	100	100	-
Rv1405c	CCP44164	CCP44164	P9WLY7	Uniprot/SWISSPROT	NONE	100	100	-
Rv1406	CCP44165	CCP44165	P9WND3	Uniprot/SWISSPROT	NONE	100	100	-
Rv1407	CCP44166	CCP44166	P9WGX3	Uniprot/SWISSPROT	NONE	100	100	-
Rv1408	CCP44167	CCP44167	P9WI51	Uniprot/SWISSPROT	NONE	100	100	-
Rv1409	CCP44168	CCP44168	P9WPH1	Uniprot/SWISSPROT	NONE	100	100	-
Rv1410c	CCP44169	CCP44169	P9WJY3	Uniprot/SWISSPROT	NONE	100	100	-
Rv1411c	CCP44170	CCP44170	P9WK45	Uniprot/SWISSPROT	NONE	100	100	-
Rv1412	CCP44171	CCP44171	P9WK35	Uniprot/SWISSPROT	NONE	100	100	-
Rv1413	CCP44172	CCP44172	P9WLY5	Uniprot/SWISSPROT	NONE	100	100	-
Rv1414	CCP44173	CCP44173	P9WLY3	Uniprot/SWISSPROT	NONE	100	100	-
Rv1415	CCP44174	CCP44174	P9WHF1	Uniprot/SWISSPROT	NONE	100	100	-
Rv1416	CCP44175	CCP44175	P9WHE9	Uniprot/SWISSPROT	NONE	100	100	-
Rv1417	CCP44176	CCP44176	P9WLY1	Uniprot/SWISSPROT	NONE	100	100	-
Rv1418	CCP44177	CCP44177	P9WK43	Uniprot/SWISSPROT	NONE	100	100	-
Rv1419	CCP44178	CCP44178	P9WLX9	Uniprot/SWISSPROT	NONE	100	100	-
Rv1420	CCP44179	CCP44179	P9WFC5	Uniprot/SWISSPROT	NONE	100	100	-
Rv1421	CCP44180	CCP44180	P9WFQ3	Uniprot/SWISSPROT	NONE	100	100	-
Rv1422	CCP44181	CCP44181	P9WMU5	Uniprot/SWISSPROT	NONE	100	100	-
Rv1423	CCP44182	CCP44182	P9WF45	Uniprot/SWISSPROT	NONE	100	100	-
Rv1424c	CCP44183	CCP44183	P9WLX7	Uniprot/SWISSPROT	NONE	100	100	-
Rv1425	CCP44184	CCP44184	P9WKC1	Uniprot/SWISSPROT	NONE	100	100	-
Rv1426c	CCP44185	CCP44185	O06832	Uniprot/SPTREMBL	NONE	100	100	-
Rv1427c	CCP44186	CCP44186	O06831	Uniprot/SPTREMBL	NONE	100	100	-
Rv1428c	CCP44187	CCP44187	O06830	Uniprot/SPTREMBL	NONE	100	100	-
Rv1429	CCP44188	CCP44188	O06829	Uniprot/SPTREMBL	NONE	100	100	-
Rv1430	CCP44189	CCP44189	L7N697	Uniprot/SPTREMBL	NONE	100	100	-
Rv1431	CCP44190	CCP44190	O06827	Uniprot/SPTREMBL	NONE	100	100	-
Rv1432	CCP44191	CCP44191	O06826	Uniprot/SPTREMBL	NONE	100	100	-
Rv1433	CCP44192	CCP44192	O06825	Uniprot/SWISSPROT	NONE	100	100	-
Rv1434	CCP44193	CCP44193	O06824	Uniprot/SPTREMBL	NONE	100	100	-
Rv1435c	CCP44194	CCP44194	O06823	Uniprot/SPTREMBL	NONE	100	100	-
Rv1436	CCP44195	CCP44195	P9WN83	Uniprot/SWISSPROT	NONE	100	100	-
Rv1437	CCP44196	CCP44196	P9WID1	Uniprot/SWISSPROT	NONE	100	100	-
Rv1438	CCP44197	CCP44197	P9WG43	Uniprot/SWISSPROT	NONE	100	100	-
Rv1439c	CCP44198	CCP44198	O06820	Uniprot/SPTREMBL	NONE	100	100	-
Rv1440	CCP44199	CCP44199	P9WGN5	Uniprot/SWISSPROT	NONE	100	100	-
Rv1441c	CCP44200	CCP44200	Q79FP3	Uniprot/SPTREMBL	NONE	100	100	-
Rv1442	CCP44201	CCP44201	O06817	Uniprot/SPTREMBL	NONE	100	100	-
Rv1443c	CCP44202	CCP44202	O06816	Uniprot/SPTREMBL	NONE	100	100	-
Rv1444c	CCP44203	CCP44203	O06815	Uniprot/SPTREMBL	NONE	100	100	-
Rv1445c	CCP44204	CCP44204	P9WQP5	Uniprot/SWISSPROT	NONE	100	100	-
Rv1446c	CCP44205	CCP44205	O06813	Uniprot/SPTREMBL	NONE	100	100	-
Rv1447c	CCP44206	CCP44206	P9WN73	Uniprot/SWISSPROT	NONE	100	100	-
Rv1448c	CCP44207	CCP44207	P9WG33	Uniprot/SWISSPROT	NONE	100	100	-
Rv1449c	CCP44208	CCP44208	P9WG25	Uniprot/SWISSPROT	NONE	100	100	-
Rv1450c	CCP44209	CCP44209	Q79FP2	Uniprot/SPTREMBL	NONE	100	100	-
Rv1451	CCP44210	CCP44210	P9WFR7	Uniprot/SWISSPROT	NONE	100	100	-
Rv1452c	CCP44211	CCP44211	Q79FP1	Uniprot/SPTREMBL	NONE	100	100	-
Rv1453	CCP44212	CCP44212	O06807	Uniprot/SPTREMBL	NONE	100	100	-
Rv1454c	CCP44213	CCP44213	O53146	Uniprot/SPTREMBL	NONE	100	100	-
Rv1455	CCP44214	CCP44214	O53147	Uniprot/SPTREMBL	NONE	100	100	-
Rv1456c	CCP44215	CCP44215	O53148	Uniprot/SPTREMBL	NONE	100	100	-
Rv1457c	CCP44216	CCP44216	O86349	Uniprot/SPTREMBL	NONE	100	100	-
Rv1458c	CCP44217	CCP44217	O53149	Uniprot/SPTREMBL	NONE	100	100	-
Rv1459c	CCP44218	CCP44218	O53150	Uniprot/SWISSPROT	NONE	100	100	-
Rv1460	CCP44219	CCP44219	O53151	Uniprot/SPTREMBL	NONE	100	100	-
Rv1461	CCP44220	CCP44220	P9WFP7	Uniprot/SWISSPROT	NONE	100	100	-
Rv1462	CCP44221	CCP44221	P9WFP5	Uniprot/SWISSPROT	NONE	100	100	-
Rv1463	CCP44222	CCP44222	O53154	Uniprot/SPTREMBL	NONE	100	100	-
Rv1464	CCP44223	CCP44223	P9WQ69	Uniprot/SWISSPROT	NONE	100	100	-
Rv1465	CCP44224	CCP44224	O53156	Uniprot/SPTREMBL	NONE	100	100	-
Rv1466	CCP44225	CCP44225	O53157	Uniprot/SPTREMBL	NONE	100	100	-
Rv1467c	CCP44226	CCP44226	O53158	Uniprot/SPTREMBL	NONE	100	100	-
Rv1468c	CCP44227	CCP44227	Q79FP0	Uniprot/SPTREMBL	NONE	100	100	-
Rv1469	CCP44228	CCP44228	P9WPT3	Uniprot/SWISSPROT	NONE	100	100	-
Rv1470	CCP44229	CCP44229	O53161	Uniprot/SPTREMBL	NONE	100	100	-
Rv1471	CCP44230	CCP44230	L7N664	Uniprot/SPTREMBL	NONE	100	100	-
Rv1472	CCP44231	CCP44231	P9WNN7	Uniprot/SWISSPROT	NONE	100	100	-
Rv1473	CCP44232	CCP44232	O53164	Uniprot/SPTREMBL	NONE	100	100	-
Rv1473A	CCP44233	CCP44233	L7N691	Uniprot/SPTREMBL	NONE	100	100	-
Rv1474c	CCP44234	CCP44234	O53165	Uniprot/SPTREMBL	NONE	100	100	-
Rv1475c	CCP44235	CCP44235	O53166	Uniprot/SWISSPROT	NONE	100	100	-
Rv1476	CCP44236	CCP44236	O53167	Uniprot/SPTREMBL	NONE	100	100	-
Rv1477	CCP44237	CCP44237	O53168	Uniprot/SWISSPROT	NONE	100	100	-
Rv1478	CCP44238	CCP44238	P9WHU5	Uniprot/SWISSPROT	NONE	100	100	-
Rv1479	CCP44239	CCP44239	Q79FN7	Uniprot/SPTREMBL	NONE	100	100	-
Rv1480	CCP44240	CCP44240	P9WLX5	Uniprot/SWISSPROT	NONE	100	100	-
Rv1481	CCP44241	CCP44241	P9WFJ7	Uniprot/SWISSPROT	NONE	100	100	-
Rv1482c	CCP44242	CCP44242	P71763	Uniprot/SPTREMBL	NONE	100	100	-
Rv1483	CCP44243	CCP44243	P9WGT3	Uniprot/SWISSPROT	NONE	100	100	-
Rv1484	CCP44244	CCP44244	P9WGR1	Uniprot/SWISSPROT	NONE	100	100	-
Rv1485	CCP44245	CCP44245	P9WNE3	Uniprot/SWISSPROT	NONE	100	100	-
Rv1486c	CCP44246	CCP44246	P9WLX3	Uniprot/SWISSPROT	NONE	100	100	-
Rv1487	CCP44247	CCP44247	P71767	Uniprot/SPTREMBL	NONE	100	100	-
Rv1488	CCP44248	CCP44248	P9WPR9	Uniprot/SWISSPROT	NONE	100	100	-
Rv1489	CCP44249	CCP44249	L7N692	Uniprot/SPTREMBL	NONE	100	100	-
Rv1489A	CCP44250	CCP44250	L7N6A8	Uniprot/SPTREMBL	NONE	100	100	-
Rv1490	CCP44251	CCP44251	P9WLX1	Uniprot/SWISSPROT	NONE	100	100	-
Rv1491c	CCP44252	CCP44252	P9WFS3	Uniprot/SWISSPROT	NONE	100	100	-
Rv1492	CCP44253	CCP44253	P9WJK7	Uniprot/SWISSPROT	NONE	100	100	-
Rv1493	CCP44254	CCP44254	P9WJK5	Uniprot/SWISSPROT	NONE	100	100	-
Rv1494	CCP44255	CCP44255	P9WJ91	Uniprot/SWISSPROT	NONE	100	100	-
Rv1495	CCP44256	CCP44256	P9WII5	Uniprot/SWISSPROT	NONE	100	100	-
Rv1496	CCP44257	CCP44257	P9WPZ1	Uniprot/SWISSPROT	NONE	100	100	-
Rv1497	CCP44258	CCP44258	P71778	Uniprot/SPTREMBL	NONE	100	100	-
Rv1498c	CCP44259	CCP44259	P9WLW9	Uniprot/SWISSPROT	NONE	100	100	-
Rv1498A	CCP44260	CCP44260	I6XY36	Uniprot/SPTREMBL	NONE	100	100	-
Rv1499	CCP44261	CCP44261	P71780	Uniprot/SPTREMBL	NONE	100	100	-
Rv1500	CCP44262	CCP44262	P9WMX5	Uniprot/SWISSPROT	NONE	100	100	-
Rv1501	CCP44263	CCP44263	P9WI91	Uniprot/SWISSPROT	NONE	100	100	-
Rv1502	CCP44264	CCP44264	P9WLW7	Uniprot/SWISSPROT	NONE	100	100	-
Rv1503c	CCP44265	CCP44265	L0T8G4	Uniprot/SPTREMBL	NONE	100	100	-
Rv1504c	CCP44266	CCP44266	L0T6V0	Uniprot/SPTREMBL	NONE	100	100	-
Rv1505c	CCP44267	CCP44267	P71784	Uniprot/SPTREMBL	NONE	100	100	-
Rv1506c	CCP44268	CCP44268	P71785	Uniprot/SPTREMBL	NONE	100	100	-
Rv1507c	CCP44269	CCP44269	P9WLW5	Uniprot/SWISSPROT	NONE	100	100	-
Rv1507A	CCP44270	CCP44270	L7N6B6	Uniprot/SPTREMBL	NONE	100	100	-
Rv1508c	CCP44271	CCP44271	P71787	Uniprot/SPTREMBL	NONE	100	100	-
Rv1508A	CCP44272	CCP44272	Q79FN0	Uniprot/SPTREMBL	NONE	100	100	-
Rv1509	CCP44273	CCP44273	P9WLW3	Uniprot/SWISSPROT	NONE	100	100	-
Rv1510	CCP44274	CCP44274	P9WLW1	Uniprot/SWISSPROT	NONE	100	100	-
Rv1511	CCP44275	CCP44275	P71790	Uniprot/SPTREMBL	NONE	100	100	-
Rv1512	CCP44276	CCP44276	P71791	Uniprot/SPTREMBL	NONE	100	100	-
Rv1513	CCP44277	CCP44277	P71792	Uniprot/SPTREMBL	NONE	100	100	-
Rv1514c	CCP44278	CCP44278	P9WMX9	Uniprot/SWISSPROT	NONE	100	100	-
Rv1515c	CCP44279	CCP44279	P71794	Uniprot/SPTREMBL	NONE	100	100	-
Rv1516c	CCP44280	CCP44280	P71795	Uniprot/SPTREMBL	NONE	100	100	-
Rv1517	CCP44281	CCP44281	P71796	Uniprot/SPTREMBL	NONE	100	100	-
Rv1518	CCP44282	CCP44282	P9WLV9	Uniprot/SWISSPROT	NONE	100	100	-
Rv1519	CCP44283	CCP44283	P9WLV7	Uniprot/SWISSPROT	NONE	100	100	-
Rv1520	CCP44284	CCP44284	P9WLV5	Uniprot/SWISSPROT	NONE	100	100	-
Rv1521	CCP44285	CCP44285	P9WQ45	Uniprot/SWISSPROT	NONE	100	100	-
Rv1522c	CCP44286	CCP44286	P9WJT7	Uniprot/SWISSPROT	NONE	100	100	-
Rv1523	CCP44287	CCP44287	Q50584	Uniprot/SPTREMBL	NONE	100	100	-
Rv1524	CCP44288	CCP44288	P9WN07	Uniprot/SWISSPROT	NONE	100	100	-
Rv1525	CCP44289	CCP44289	P9WLV3	Uniprot/SWISSPROT	NONE	100	100	-
Rv1526c	CCP44290	CCP44290	P9WLV1	Uniprot/SWISSPROT	NONE	100	100	-
Rv1527c	CCP44291	CCP44291	O53901	Uniprot/SWISSPROT	NONE	100	100	-
Rv1528c	CCP44292	CCP44292	O53902	Uniprot/SPTREMBL	NONE	100	100	-
Rv1529	CCP44293	CCP44293	O53903	Uniprot/SPTREMBL	NONE	100	100	-
Rv1530	CCP44294	CCP44294	P9WQC3	Uniprot/SWISSPROT	NONE	100	100	-
Rv1531	CCP44295	CCP44295	O53905	Uniprot/SPTREMBL	NONE	100	100	-
Rv1532c	CCP44296	CCP44296	O06178	Uniprot/SPTREMBL	NONE	100	100	-
Rv1533	CCP44297	CCP44297	O06179	Uniprot/SWISSPROT	NONE	100	100	-
Rv1534	CCP44298	CCP44298	O08377	Uniprot/SPTREMBL	NONE	100	100	-
